,userid,post,ques,ans,asker,ans1,severity1,bully1,ans2,severity2,bully2,ans3,severity3,bully3,decision
1368,outlaw9000,Q: Do you ever think you see something and look back and see nothing..?<br>A: yes  a lot,Do you ever think you see something and look back and see nothing..?, yes  a lot,None,No,0,,No,0,,No,0,, yes  a lot
1369,outlaw9000,Q: last person you said i love you?<br>A: my Daughter,last person you said i love you?, my Daughter,None,No,0,,No,0,,No,0,, my Daughter
1370,tabithalocascio,Q: tabi what makes you think it was me?! come back to IF you know you want to<br>A: i do want to.. :) but who is this hahahahah,tabi what makes you think it was me?! come back to IF you know you want to, i do want to.. :) but who is this hahahahah,ILOVETABIHOTTT,No,0,,No,0,,No,0,, i do want to.. :) but who is this hahahahah
1371,tabithalocascio,Q: 1. Are you fake? 2. Who&#39;s Cheyenne  Taylor  Tarren  Samantha  Jessica. 3. Do you live in Montana? Cheyenne is the real one. 4. She also has videos of her in school etc. Why is your pics in photobucket<br>A: 1  no 2  idk..???? help me out give me there myspace  3. no i use to live in idaho but i recently moved to texas.4. i have plenty of pictures at my school  home old home whatever and PLENTY of videos.5 MY PICS ARE IN PHOTO BUCKET???,. Are you fake? . Who&#;s Cheyenne  Taylor  Tarren  Samantha  Jessica. . Do you live in Montana? Cheyenne is the real one. . She also has videos of her in school etc. Why is your pics in photobucket, 1  no 2  idk..???? help me out give me there myspace  3. no i use to live in idaho but i recently moved to texas.4. i have plenty of pictures at my school  home old home whatever and PLENTY of videos.5 MY PICS ARE IN PHOTO BUCKET???,None,No,0,,No,0,,No,0,, 1  no 2  idk..???? help me out give me there myspace  3. no i use to live in idaho but i recently moved to texas.4. i have plenty of pictures at my school  home old home whatever and PLENTY of videos.5 MY PICS ARE IN PHOTO BUCKET???
1372,maurice28,Q: i wanna ask you something but at the same time i dont wanna because i know ill get embarrassed ;]<br>A: just ask anonymously ;D,i wanna ask you something but at the same time i dont wanna because i know ill get embarrassed ;], just ask anonymously ;D,ItsPaigeLuvies,No,0,,Yes,3,i know ill get embarrassed ;],No,0,, just ask anonymously ;D
1373,lauraaatxd,Q: hey Laura<br>A: heyyy:)),hey Laura, heyyy:)),None,No,0,,No,0,,No,0,, heyyy:))
1374,zooshay,Q: How many questions do you think you can answer in a day?<br>A: as many as u wana send me lol,How many questions do you think you can answer in a day?, as many as u wana send me lol,gabeparham,No,0,,No,0,,No,0,, as many as u wana send me lol
1375,outlaw9000,Q: how much do you sleep a night?<br>A: 8 hours or so,how much do you sleep a night?, 8 hours or so,None,No,0,,No,0,,No,0,None, 8 hours or so
1376,zooshay,Q: Do you think ladies have more to say than men? On F/S or IM or E-mail Never by phone though.<br>A: hmm i talk on all and it seems i dont not have anything to say ive always got something to say :D:D,Do you think ladies have more to say than men? On F/S or IM or E-mail Never by phone though., hmm i talk on all and it seems i dont not have anything to say ive always got something to say :D:D,gabeparham,No,0,,No,0,,No,0,, hmm i talk on all and it seems i dont not have anything to say ive always got something to say :D:D
1377,tabithalocascio,Q: Hahaha  someone said like the same thing to me VVVVV &#39;cause I&#39;m &quot;Married&quot; to Chris XD<br>A: hahahahahahahahahahaha people these days,Hahaha  someone said like the same thing to me VVVVV &#;cause I&#;m Married to Chris XD, hahahahahahahahahahaha people these days,Ohaistephyy,No,0,,No,0,,No,0,, hahahahahahahahahahaha people these days
1378,zooshay,Q: any hobbies?<br>A: cars and music,any hobbies?, cars and music,blondprincess,No,0,,No,0,,No,0,, cars and music
1379,kellyblake1,Q: do you ever think that you are annoying?<br>A: Yes  all the time! My moods change a lot (not in a bad way)  I just mean that I could be normal one minute (whatever normal is) and the next  really hyper. So when I go all hyper  I can imagine myself annoying the person im chatting to. Do you think im annoying? lol,do you ever think that you are annoying?, Yes  all the time! My moods change a lot (not in a bad way)  I just mean that I could be normal one minute (whatever normal is) and the next  really hyper. So when I go all hyper  I can imagine myself annoying the person im chatting to. Do you think im annoying? lol,None,No,0,,No,0,,No,0,, Yes  all the time! My moods change a lot (not in a bad way)  I just mean that I could be normal one minute (whatever normal is) and the next  really hyper. So when I go all hyper  I can imagine myself annoying the person im chatting to. Do you think im annoying? lol
1380,batmanstar22,Q: If you soak a raisin in water  does it turn back into a grape?<br>A: no.,If you soak a raisin in water  does it turn back into a grape?, no.,BUGBEE,No,0,,No,0,,No,0,, no.
1381,zooshay,Q: SHHHhhhh.r Don&apos;t be using my real name I don&apos;t want shay to know I am still here.lol<br>A: lmao aww shh shay might find out hole up *yells* SHAY BRANDONS ONLIN NOW lmao sorry gabe i had to do it lmao,SHHHhhhh.r Don&apos;t be using my real name I don&apos;t want shay to know I am still here.lol, lmao aww shh shay might find out hole up *yells* SHAY BRANDONS ONLIN NOW lmao sorry gabe i had to do it lmao,gabeparham,No,0,,No,0,,Yes,1,lmao sorry gabe i had to do it lmao, lmao aww shh shay might find out hole up *yells* SHAY BRANDONS ONLIN NOW lmao sorry gabe i had to do it lmao
1382,outlaw9000,Q: Have you ever dated someone in a band?<br>A: yep,Have you ever dated someone in a band?, yep,None,No,0,,No,0,,No,0,, yep
1383,outlaw9000,Q: IT IS TAKING FOREVER TO SUBMIT A QUESTION. Is your computer dreadfully slow? :(<br>A: no  working fine,IT IS TAKING FOREVER TO SUBMIT A QUESTION. Is your computer dreadfully slow? :(, no  working fine,None,No,0,,No,0,,No,0,, no  working fine
1384,zooshay,Q: yeah i&apos;ll get one forrealies okay babe? my contract is almost up :)<br>A: kooliesss,yeah i&apos;ll get one forrealies okay babe? my contract is almost up :), kooliesss,GeeEmmAyySee,No,0,,No,0,,Yes,7,kooliesss, kooliesss
1385,aprilpooh15,Q: how many languages do u speak?<br>A: Umm.. i think 2 bhut english is my first! im learnin french! ;d hbu?!,how many languages do u speak?, Umm.. i think 2 bhut english is my first! im learnin french! ;d hbu?!,zoeymason1994,No,0,,No,None,None,No,None,, Umm.. i think 2 bhut english is my first! im learnin french! ;d hbu?!
1386,teaachgee,Q: How often do you have days where it feels like everything goes wrong?<br>A: Here lately its been a lot...,How often do you have days where it feels like everything goes wrong?, Here lately its been a lot...,ChloroformGRL,No,0,,No,0,,No,0,, Here lately its been a lot...
1387,aprilpooh15,Q: If you had your own talk show  who would your first three guests be?<br>A: Justin Bieber Demi lovato and Barack Obama babay!!:D,If you had your own talk show  who would your first three guests be?, Justin Bieber Demi lovato and Barack Obama babay!!:D,None,No,0,,No,0,,No,0,, Justin Bieber Demi lovato and Barack Obama babay!!:D
1388,teaachgee,Q: If you don&#039;t wanna be asked anymore questions or whatever  just let me know in my inbox. If your boyfriend or girlfriend cheated on you  would you take them back? Have you ever done this before? What circumstances would have to be met for this to happen?<br>A: okayyyy. No. No. None.,If you don&#;t wanna be asked anymore questions or whatever  just let me know in my inbox. If your boyfriend or girlfriend cheated on you  would you take them back? Have you ever done this before? What circumstances would have to be met for this to happen?, okayyyy. No. No. None.,chelseakayee,No,0,,No,0,,No,0,, okayyyy. No. No. None.
1389,kellyblake1,Q: Ever been in a physical fight? If yes how many and who were they with?<br>A: Yes  far too many :S All with my sister though LOL! Its been UGLYYYYYY! Although  I Was at school  and I got into a fight with my best friend over something. I can't even remember what is was about. No one was hurt  but it involved bottles of fruit juice being trown at each other. Pretty funny looking back  not at the time seeing as I was a walking insect trap...,Ever been in a physical fight? If yes how many and who were they with?, Yes  far too many :S All with my sister though LOL! Its been UGLYYYYYY! Although  I Was at school  and I got into a fight with my best friend over something. I can't even remember what is was about. No one was hurt  but it involved bottles of fruit juice being trown at each other. Pretty funny looking back  not at the time seeing as I was a walking insect trap...,None,No,0,,No,0,,No,0,, Yes  far too many :S All with my sister though LOL! Its been UGLYYYYYY! Although  I Was at school  and I got into a fight with my best friend over something. I can't even remember what is was about. No one was hurt  but it involved bottles of fruit juice being trown at each other. Pretty funny looking back  not at the time seeing as I was a walking insect trap...
1390,nicomm,Q: r u &amp; Frances still talken?<br>A: Yeah. why?,r u &amp; Frances still talken?, Yeah. why?,None,No,0,,No,0,,No,None,, Yeah. why?
1391,kellyblake1,Q: <<<<<sooooo how could a girl like you possibly fall for me... it just doesn&#039;t make sense... <3<br>A: It makes complete sense  I just don't know why you l,<<<<<sooooo how could a girl like you possibly fall for me... it just doesn&#;t make sense... <, It makes complete sense  I just don't know why you l,None,No,0,,No,0,,No,0,, It makes complete sense  I just don't know why you l
1392,acaciiaaa,Q: You wet willy!:P<br>A: Of course,You wet willy!:P, Of course,None,No,0,,No,0,,Yes,0,wet willy, Of course
1393,joielovesu,Q: What do you think is your most attractive feature?<br>A: uhmmm ?,What do you think is your most attractive feature?, uhmmm ?,None,No,0,,No,0,,No,0,, uhmmm ?
1394,lauraaatxd,Q: &quot;honestly you dont know and dont tell me what to doo foool.&quot;  lmao i love how you sound like me more and more everyday<br>A: i know babe i love it too<33,honestly you dont know and dont tell me what to doo foool.  lmao i love how you sound like me more and more everyday, i know babe i love it too<33,HATEonTONY,No,0,,No,0,,No,0,, i know babe i love it too<33
1395,teaachgee,Q: Who&#039;s better?  Superman or Spiderman?<br>A: spiderman.,Who&#;s better?  Superman or Spiderman?, spiderman.,SamsHairTugger,No,0,,No,0,,No,None,None, spiderman.
1396,avlarios,Q: who do you like?<br>A: an amazingly  beautiful girl [:,who do you like?, an amazingly  beautiful girl [:,None,No,0,,No,0,,No,0,, an amazingly  beautiful girl [:
1397,avlarios,Q: You  Andrea  Gabe  me  fair?<br>A: i don't think i can go actually,You  Andrea  Gabe  me  fair?, i don't think i can go actually,yarravii,No,0,,No,0,,No,0,, i don't think i can go actually
1398,outlaw9000,Q: What is the best way for you to break the ice with someone you find attractive? Does this work well for you? Do you become overly sociable? Why or why not?<br>A: I never become overly sociable. I am just me. I think &quot; Hello &quot; works just fine for me,What is the best way for you to break the ice with someone you find attractive? Does this work well for you? Do you become overly sociable? Why or why not?, I never become overly sociable. I am just me. I think &quot; Hello &quot; works just fine for me,None,No,0,,No,0,,No,0,, I never become overly sociable. I am just me. I think &quot; Hello &quot; works just fine for me
1399,kellyblake1,Q: minty or fruity scents?<br>A: It depends on what it is. For perfume  then fruity. Nahh  probably all fruity :),minty or fruity scents?, It depends on what it is. For perfume  then fruity. Nahh  probably all fruity :),None,No,0,,No,0,,No,0,None, It depends on what it is. For perfume  then fruity. Nahh  probably all fruity :)
1400,zooshay,Q: Is the car in your background  your baby ?? .. And  is that an autograph I see on the hood lol ?? ..<br>A: lmfao thats my baby :( and no its tweety bird you goose lol,Is the car in your background  your baby ?? .. And  is that an autograph I see on the hood lol ?? .., lmfao thats my baby :( and no its tweety bird you goose lol,None,No,0,,No,0,,No,0,, lmfao thats my baby :( and no its tweety bird you goose lol
1401,dearalexiis,Q: Alexisssss! Fukk thozz haters ma! they dumb they aint gona do shtt to you!!!!! they meet hell they decide 2 touchhh yyyyou. i love you<3333 -Remz<br>A: I love yoou too Remy<3 They arnt gonna do shit they won't even put their names . I don't care much for them they love me!(: No Bitchassness Allowed!!,Alexisssss! Fukk thozz haters ma! they dumb they aint gona do shtt to you!!!!! they meet hell they decide  touchhh yyyyou. i love you< -Remz, I love yoou too Remy<3 They arnt gonna do shit they won't even put their names . I don't care much for them they love me!(: No Bitchassness Allowed!!,None,No,0,,No,0,,No,0,, I love yoou too Remy<3 They arnt gonna do shit they won't even put their names . I don't care much for them they love me!(: No Bitchassness Allowed!!
1402,h0ttb0i,Q: iguess<br>A: naw now yew kno,iguess, naw now yew kno,None,No,0,,No,0,,No,0,, naw now yew kno
1403,avlarios,Q: I added you so i can see if you really uploaded the one of me and billy like you said you would.<br>A: and i did [:,I added you so i can see if you really uploaded the one of me and billy like you said you would., and i did [:,3Mii1Y,No,0,,No,0,,No,0,, and i did [:
1404,outlaw9000,Q: can you cook? im terrible  i burn toast badly lmaooo.... dont ever ask me to cook for youuu :L<br>A: I sux at it,can you cook? im terrible  i burn toast badly lmaooo.... dont ever ask me to cook for youuu :L, I sux at it,None,No,0,,No,0,,No,0,, I sux at it
1405,teaachgee,Q: have you ever swallowed an object by accident?<br>A: I dont think so. A bug a few times lol when im riding my bike but thats about it.,have you ever swallowed an object by accident?, I dont think so. A bug a few times lol when im riding my bike but thats about it.,emahsnouoy,No,0,,No,0,,No,0,, I dont think so. A bug a few times lol when im riding my bike but thats about it.
1406,zooshay,Q: bloke or block<br>A: bloke,bloke or block, bloke,Trebla1,No,0,,No,0,,No,0,, bloke
1407,rexxxxxx,Q: do u masterbate?<br>A: I don't need to masterbate hahaaa that shit is nasty anyway.,do u masterbate?, I don't need to masterbate hahaaa that shit is nasty anyway.,None,No,None,None,No,None,None,No,0,, I don't need to masterbate hahaaa that shit is nasty anyway.
1408,outlaw9000,Q: Do you have a sibling that annoys you to no extent? How do you get them to shut up?! >.<<br>A: no. I enjoy all of my Sisters,Do you have a sibling that annoys you to no extent? How do you get them to shut up?! >.<, no. I enjoy all of my Sisters,None,No,0,,No,0,,No,0,, no. I enjoy all of my Sisters
1409,teaachgee,Q: Why are people being so hateful?<br>A: idk. how are they being hatefull?,Why are people being so hateful?, idk. how are they being hatefull?,rubinathy15,No,0,,No,0,,No,0,, idk. how are they being hatefull?
1410,teaachgee,Q: do you also like diary of a wimpy kid??<br>A: haha my brother does! I think its funny,do you also like diary of a wimpy kid??, haha my brother does! I think its funny,clumsycheeka,No,0,,No,0,None,No,0,, haha my brother does! I think its funny
1411,zooshay,Q: churchchrist?<br>A: chch is the ish snowy mountains =DD,churchchrist?, chch is the ish snowy mountains =DD,Trebla1,No,0,None,No,0,,No,0,, chch is the ish snowy mountains =DD
1412,zooshay,Q: can u do a back flip?<br>A: lmao i wish,can u do a back flip?, lmao i wish,DidUMissMe,No,0,,No,0,,No,0,, lmao i wish
1413,kellyblake1,Q: im back Kelly :)<br>A: YAYYYYY! :D,im back Kelly :), YAYYYYY! :D,None,No,0,,No,0,,No,0,, YAYYYYY! :D
1414,zooshay,Q: if u came to the usa and was only offered maccas...would u?<br>A: not the whole time i was there id be sick,if u came to the usa and was only offered maccas...would u?, not the whole time i was there id be sick,Trebla1,No,0,,No,0,no,No,0,, not the whole time i was there id be sick
1415,tabithalocascio,Q: If you could ask George W. Bush one question what would it be?<br>A: can you travel around the world in 80 days,If you could ask George W. Bush one question what would it be?, can you travel around the world in 80 days,None,No,0,,No,0,,No,0,, can you travel around the world in 80 days
1416,outlaw9000,Q: Do you wish that sometimes your life cuold be deiiferent? If so how?<br>A: I do to have made better choices that would have kept me out of jail,Do you wish that sometimes your life cuold be deiiferent? If so how?, I do to have made better choices that would have kept me out of jail,None,No,0,,No,0,,No,0,, I do to have made better choices that would have kept me out of jail
1417,outlaw9000,Q: have u ever met anyone who lives a lie?<br>A: nope,have u ever met anyone who lives a lie?, nope,None,No,0,None,No,0,,No,0,, nope
1418,zooshay,Q: do you wear rings<br>A: yes i do lol,do you wear rings, yes i do lol,Trebla1,No,0,,No,0,,No,0,, yes i do lol
1419,maurice28,Q: why do u think ur ugly?<br>A: idk :(,why do u think ur ugly?, idk :(,missmcj222,No,0,,No,0,,No,0,, idk :(
1420,zooshay,Q: I have answer&apos;d every question you have ask&apos;d huh?<br>A: ok i didnt see them maybe fs hasnt updated,I have answer&apos;d every question you have ask&apos;d huh?, ok i didnt see them maybe fs hasnt updated,gabeparham,No,0,None,No,0,,No,0,, ok i didnt see them maybe fs hasnt updated
1421,zooshay,Q: im not moody..ive calm down...i can deal with out my workouts now....ima gonna binge lol.....<br>A: binge drinking is grand lmao,im not moody..ive calm down...i can deal with out my workouts now....ima gonna binge lol....., binge drinking is grand lmao,Trebla1,No,0,,No,0,,No,0,, binge drinking is grand lmao
1422,lauraaatxd,Q: cool background(:<br>A: thanksss:)),cool background(:, thanksss:)),None,No,0,,No,0,,No,0,, thanksss:))
1423,kellyblake1,Q: Drugs; good  bad  ugly? Opinions generally please.<br>A: Well if you mean the legal kind  then gooood! Because they are there to help you  if you mean the illegal kind  not good  although I can see why people give into them unfortunately :(,Drugs; good  bad  ugly? Opinions generally please., Well if you mean the legal kind  then gooood! Because they are there to help you  if you mean the illegal kind  not good  although I can see why people give into them unfortunately :(,misspeg,No,0,,No,0,,No,0,, Well if you mean the legal kind  then gooood! Because they are there to help you  if you mean the illegal kind  not good  although I can see why people give into them unfortunately :(
1424,maurice28,Q: okay; MAURICIO! (:<br>A: ahaha &quot;Maurice Williams!&quot; LOL,okay; MAURICIO! (:, ahaha &quot;Maurice Williams!&quot; LOL,None,No,0,,No,0,,No,0,, ahaha &quot;Maurice Williams!&quot; LOL
1425,eatthebaby,Q: Yew sound liek a widdle girl over teh phone :3 and Don&#039;t forget sunday=mall :DDD<br>A: I AM A LITTLE GIRL. <33 (: Yes  ma'am.,Yew sound liek a widdle girl over teh phone : and Don&#;t forget sunday=mall :DDD, I AM A LITTLE GIRL. <33 (: Yes  ma'am.,None,No,0,,No,0,,No,0,, I AM A LITTLE GIRL. <33 (: Yes  ma'am.
1426,zooshay,Q: wheres the funniest/best place  u ever hid? like a closet etc? why?<br>A: under my dads car lmao,wheres the funniest/best place  u ever hid? like a closet etc? why?, under my dads car lmao,blondprincess,No,0,,No,0,,No,0,, under my dads car lmao
1427,teaachgee,Q: Do you know how to play poker?<br>A: i wish i did.,Do you know how to play poker?, i wish i did.,SamsHairTugger,No,0,,No,0,,No,0,, i wish i did.
1428,outlaw9000,Q: When you&#039;re feeling under the weather with abnormal symptoms do you ever research the possiblites of your sickness on the internet ? Whens the last time you did this ?<br>A: never I drink BEER and this kills all the bad things in my body,When you&#;re feeling under the weather with abnormal symptoms do you ever research the possiblites of your sickness on the internet ? Whens the last time you did this ?, never I drink BEER and this kills all the bad things in my body,None,No,0,,No,0,,No,0,, never I drink BEER and this kills all the bad things in my body
1429,zooshay,Q: Would you prefer to go out with a quiet or a talkative person?<br>A: well u talk kinda lmao no a talkative guy,Would you prefer to go out with a quiet or a talkative person?, well u talk kinda lmao no a talkative guy,Zoowill,No,0,,No,0,,No,0,, well u talk kinda lmao no a talkative guy
1430,teaachgee,Q: Have you ever wondered how many people have lied to you?<br>A: Yes actually. I bet a lot. Thats sad.,Have you ever wondered how many people have lied to you?, Yes actually. I bet a lot. Thats sad.,xtabithaxo,No,0,,No,0,,No,0,, Yes actually. I bet a lot. Thats sad.
1431,zooshay,Q: fine... ur the only geek. happy now?<br>A: =) yes i am thank you,fine... ur the only geek. happy now?, =) yes i am thank you,GeeEmmAyySee,No,0,,Yes,7,fine... ur the only geek. happy now?,Yes,1,geek, =) yes i am thank you
1432,outlaw9000,Q: Wheree r u goingg campingg ?<br>A: The Sinks Canyon I am back now>>> It got croweded.  I wanted to get AWAY from People ! ! ( I still had a nice time ),Wheree r u goingg campingg ?, The Sinks Canyon I am back now>>> It got croweded.  I wanted to get AWAY from People ! ! ( I still had a nice time ),None,No,0,,No,0,,No,0,, The Sinks Canyon I am back now>>> It got croweded.  I wanted to get AWAY from People ! ! ( I still had a nice time )
1433,maurice28,Q: yea so umm dude youre so freaking hot! lmfao<br>A: ;D,yea so umm dude youre so freaking hot! lmfao, ;D,ItsPaigeLuvies,No,0,None,No,0,,No,0,, ;D
1434,batmanstar22,Q: Why do feet smell and noses run?<br>A: thats life! why do you park in the driveway and drive on the parkway? hmmm?,Why do feet smell and noses run?, thats life! why do you park in the driveway and drive on the parkway? hmmm?,BUGBEE,No,0,,No,0,,No,0,, thats life! why do you park in the driveway and drive on the parkway? hmmm?
1435,zooshay,Q: is it wrong to marry someone just to enter their country? whats ur view on this?<br>A: yeah i think its wrong but i know someone that has done it but he had kids with the lady and has married 3 times but goes back to his first wife and takes care of her and their kids,is it wrong to marry someone just to enter their country? whats ur view on this?, yeah i think its wrong but i know someone that has done it but he had kids with the lady and has married 3 times but goes back to his first wife and takes care of her and their kids,blondprincess,No,0,,No,0,,No,0,, yeah i think its wrong but i know someone that has done it but he had kids with the lady and has married 3 times but goes back to his first wife and takes care of her and their kids
1436,eatthebaby,Q: Ima tell you this now ILOVE how original you are!! I love how your you and no matter what that wont change thats why i said i love you! thats why when i look into your eyes i felt my heart begin to fly!<br>A: Awwhhhh. c: Who's thiiiiiiis? <3,Ima tell you this now ILOVE how original you are!! I love how your you and no matter what that wont change thats why i said i love you! thats why when i look into your eyes i felt my heart begin to fly!, Awwhhhh. c: Who's thiiiiiiis? <3,None,No,0,,No,0,,No,0,, Awwhhhh. c: Who's thiiiiiiis? <3
1437,aprilpooh15,Q: where would you most like to live?<br>A: Los Angeles! <33,where would you most like to live?, Los Angeles! <33,None,No,0,,No,0,,No,0,, Los Angeles! <33
1438,lauraaatxd,Q: fail. vv<br>A: lol word...,fail. vv, lol word...,None,No,0,,No,0,,No,0,, lol word...
1439,zooshay,Q: If someone gave you a lifetime to change your life &amp; approve it would you take that chance?<br>A: no i wouldnt it took lots to get to where i am at now and i wouldnt change it for nothing,If someone gave you a lifetime to change your life &amp; approve it would you take that chance?, no i wouldnt it took lots to get to where i am at now and i wouldnt change it for nothing,ElleJayAmora,No,0,,No,0,,No,0,, no i wouldnt it took lots to get to where i am at now and i wouldnt change it for nothing
1440,zooshay,Q: Do you like to go out? if so  where do you usually go?<br>A: i used to like going out i used to like going to cheeky little monkeys night club musics pumping all night great vibe noicee we should go,Do you like to go out? if so  where do you usually go?, i used to like going out i used to like going to cheeky little monkeys night club musics pumping all night great vibe noicee we should go,GeeEmmAyySee,No,0,,No,0,,No,0,, i used to like going out i used to like going to cheeky little monkeys night club musics pumping all night great vibe noicee we should go
1441,teaachgee,Q: Who is your favorite Star Wars character?<br>A: didnt get into star wars much actually,Who is your favorite Star Wars character?, didnt get into star wars much actually,SamsHairTugger,No,None,,No,0,,No,0,, didnt get into star wars much actually
1442,zooshay,Q: waa cha doing pretty  sexxi  cutie  awsome girl??<br>A: nothing my carzzii sexxii cute boii just answering ur questions and talking to u at the same time =D,waa cha doing pretty  sexxi  cutie  awsome girl??, nothing my carzzii sexxii cute boii just answering ur questions and talking to u at the same time =D,Zoowill,No,0,,No,0,,No,0,, nothing my carzzii sexxii cute boii just answering ur questions and talking to u at the same time =D
1443,lauraaatxd,Q: i wanna fuck u<br>A: cool...,i wanna fuck u, cool...,None,No,0,,Yes,10,fuck you,No,0,, cool...
1444,zooshay,Q: wa kind of car u gonna get me=p!?<br>A: lmao prelude so i can drive it to but its gonna be tinkerbell pink =D hope u dont mind :P,wa kind of car u gonna get me=p!?, lmao prelude so i can drive it to but its gonna be tinkerbell pink =D hope u dont mind :P,Zoowill,No,0,,No,0,,No,0,, lmao prelude so i can drive it to but its gonna be tinkerbell pink =D hope u dont mind :P
1445,maurice28,Q: whats i depend on??<br>A: i think that if we are too far... ins't gonna work :/,whats i depend on??, i think that if we are too far... ins't gonna work :/,None,No,0,,No,0,,No,0,, i think that if we are too far... ins't gonna work :/
1446,freshswagg21,Q: I was looking for one of myy other friendsss  he&apos;s under swaggg &amp;i seen your page :D lol.<br>A: ohy hahahaha really lol:),I was looking for one of myy other friendsss  he&apos;s under swaggg &amp;i seen your page :D lol., ohy hahahaha really lol:),ChuuuChuuux69,No,0,,No,1,no,No,0,, ohy hahahaha really lol:)
1447,outlaw9000,Q: do you prefer the opposite sex to be natural  shaved  or have a landing strip when it comes to their pubes?<br>A: Shaved  very smooth,do you prefer the opposite sex to be natural  shaved  or have a landing strip when it comes to their pubes?, Shaved  very smooth,None,No,0,,No,0,,No,0,, Shaved  very smooth
1448,zooshay,Q: iPhone Droid Or Sidekick...Which Phone Do You Prefer?<br>A: Iphone,iPhone Droid Or Sidekick...Which Phone Do You Prefer?, Iphone,ElleJayAmora,No,0,,No,0,,No,0,, Iphone
1449,maurice28,Q: what do you wanna be when you grow up ?<br>A: idk :P i will like to be in a band :PP,what do you wanna be when you grow up ?, idk :P i will like to be in a band :PP,TheMonsterChina,No,0,,No,0,,No,0,, idk :P i will like to be in a band :PP
1450,avlarios,Q: i dont know u seem familiar<br>A: ohhh  como te llamas?,i dont know u seem familiar, ohhh  como te llamas?,None,No,0,,No,0,None,No,0,, ohhh  como te llamas?
1451,teaachgee,Q: hobbies<br>A: rollerblading  painting  doodling  formspringing  eating  planting flowers  smiling  taking pictures  reading  drawing  writing always. :],hobbies, rollerblading  painting  doodling  formspringing  eating  planting flowers  smiling  taking pictures  reading  drawing  writing always. :],emahsnouoy,No,0,,No,0,,No,0,, rollerblading  painting  doodling  formspringing  eating  planting flowers  smiling  taking pictures  reading  drawing  writing always. :]
1452,zooshay,Q: Which way does the water flow down the drain or the toilet there in oz? I think it&apos;s the opposite as ours. Cause of the magnetic field.<br>A: anti clock wise,Which way does the water flow down the drain or the toilet there in oz? I think it&apos;s the opposite as ours. Cause of the magnetic field., anti clock wise,Trebla1,No,0,,No,0,,No,0,, anti clock wise
1453,zooshay,Q: Oiiiii .. I&apos;m off to spam Yahoo Answers  but I&apos;ll be back to spam you a lil before I crash XD .. I needa get a life  what about you ?? lol ..<br>A: lmfao ill join you in your life seems more interesting than miner lmfao,Oiiiii .. I&apos;m off to spam Yahoo Answers  but I&apos;ll be back to spam you a lil before I crash XD .. I needa get a life  what about you ?? lol .., lmfao ill join you in your life seems more interesting than miner lmfao,None,No,0,,No,0,,No,0,, lmfao ill join you in your life seems more interesting than miner lmfao
1454,teaachgee,Q: boxers or briefs... or boxer briefs lol<br>A: I wear undies dude. hahaha,boxers or briefs... or boxer briefs lol, I wear undies dude. hahaha,FUTURESTARdelux,No,0,,No,0,None,No,0,, I wear undies dude. hahaha
1455,zooshay,Q: ima get that song...what you try&apos;n to say bout &quot;never ever&quot;?<br>A: speak my lingo on neva isnt it the best clip eva lol shes soooo sexy,ima get that song...what you try&apos;n to say bout never ever?, speak my lingo on neva isnt it the best clip eva lol shes soooo sexy,Trebla1,No,0,,No,0,,No,0,, speak my lingo on neva isnt it the best clip eva lol shes soooo sexy
1456,teaachgee,Q: Where did you lay down last at?<br>A: my bed? haha,Where did you lay down last at?, my bed? haha,ChloroformGRL,No,0,,No,0,,No,0,, my bed? haha
1457,zooshay,Q: Ahhha I know gosh it sucks lol I hate it smh but gosh your just a few inches taller then me damn that&apos;s so not fair I wish I was taller lol<br>A: lmfao ahahahaha holy not that muj taller wouldnt know the difference if we stood together,Ahhha I know gosh it sucks lol I hate it smh but gosh your just a few inches taller then me damn that&apos;s so not fair I wish I was taller lol, lmfao ahahahaha holy not that muj taller wouldnt know the difference if we stood together,ElleJayAmora,No,0,,No,0,no,No,0,, lmfao ahahahaha holy not that muj taller wouldnt know the difference if we stood together
1458,lauraaatxd,Q: hey we knew each other but kinda met today ur pretty cute for a 7th grader im not gonna lie<br>A: thank you:),hey we knew each other but kinda met today ur pretty cute for a th grader im not gonna lie, thank you:),None,No,0,,No,0,,No,0,, thank you:)
1459,teaachgee,Q: do humming birds hum because they dont know the words<br>A: yes. they love to buzz.,do humming birds hum because they dont know the words, yes. they love to buzz.,krlgibney,No,0,,No,0,,No,0,, yes. they love to buzz.
1460,kellyblake1,Q: car or horse?<br>A: Carrrrrr! Especially my Car! :D Its really beautiful with the top down on a hot summers day! <333333 Much more than a horse could give you :) Plus  it gets you places  which today  is rather useful :),car or horse?, Carrrrrr! Especially my Car! :D Its really beautiful with the top down on a hot summers day! <333333 Much more than a horse could give you :) Plus  it gets you places  which today  is rather useful :),None,No,0,,No,0,,No,0,, Carrrrrr! Especially my Car! :D Its really beautiful with the top down on a hot summers day! <333333 Much more than a horse could give you :) Plus  it gets you places  which today  is rather useful :)
1461,outlaw9000,Q: If someone offered you $10 000 a month to give a hand job/finger a girl/guy would you? why or why not.<br>A: sure. I am a Hooker LMAO,If someone offered you $  a month to give a hand job/finger a girl/guy would you? why or why not., sure. I am a Hooker LMAO,None,No,0,,No,0,,No,0,, sure. I am a Hooker LMAO
